df_index,stream,Zscore,district_rank,island_rank,al_year,sub1,sub1_r,sub2,sub2_r,sub3,sub3_r,cgt_r,ge_r,syllabus,birth_day,birth_month,birth_year,gender
211608,COMMERCE,1.6278,146 (NEW),2571,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,A,new,27,July,2001,female
211769,COMMERCE,1.5672,178 (NEW),3081,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,042,S,new,1,June,2001,female
211901,COMMERCE,1.5458,188 (NEW),3295,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,C,new,20,November,2001,male
212078,COMMERCE,1.4092,274 (NEW),4777,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,C,new,3,August,2001,male
212086,COMMERCE,1.5781,173 (NEW),2975,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,068,B,new,22,July,2001,male
212959,COMMERCE,1.4599,239 (NEW),4178,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,C,new,2,January,2001,male
213196,COMMERCE,1.5993,159 (NEW),2789,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,Invalid nic error,Invalid nic error,Invalid nic error,
213262,ARTS,1.519,297 (NEW),4790,2020,GEOGRAPHY,A,ORIENTAL MUSIC,A,SINHALA,A,036,F,new,24,February,2001,female
213366,COMMERCE,1.5826,171 (NEW),2933,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,19,November,2001,female
213395,ARTS,1.3537,475 (NEW),7906,2020,ECONOMICS,A,ORIENTAL MUSIC,A,SINHALA,A,052,F,new,5,September,2001,female
214009,COMMERCE,1.6282,145 (NEW),2567,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,072,F,new,16,April,2001,female
214082,COMMERCE,1.5627,180 (NEW),3124,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,19,June,2001,female
214099,COMMERCE,1.4428,253 (NEW),4381,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,S,new,21,November,2001,female
214110,COMMERCE,1.5094,210 (NEW),3647,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,S,new,7,September,2001,female
214113,COMMERCE,1.4392,258 (NEW),4432,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,S,new,10,May,2001,female
214130,COMMERCE,1.3773,302 (NEW),5165,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,24,December,2000,female
214131,COMMERCE,1.4313,265 (NEW),4518,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,27,November,2000,female
214158,ARTS,1.6472,178 (NEW),3088,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,048,F,new,28,January,2002,female
214741,COMMERCE,1.5026,215 (NEW),3732,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,036,F,new,26,September,2001,female
214744,COMMERCE,1.4354,259 (NEW),4475,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,B,new,7,April,2001,female
214758,COMMERCE,1.6295,144 (NEW),2565,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,B,new,29,July,2001,female
214764,COMMERCE,1.5396,190 (NEW),3352,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,026,A,new,31,January,2002,female
214799,COMMERCE,1.5111,209 (NEW),3635,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,B,new,15,October,2001,female
214809,COMMERCE,1.5582,184 (NEW),3175,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,C,new,20,July,2001,female
214821,COMMERCE,1.4739,229 (NEW),4017,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,26,December,2001,female
214828,COMMERCE,1.5629,179 (NEW),3121,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,072,B,new,28,November,2001,female
214838,COMMERCE,1.5692,177 (NEW),3062,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,C,new,30,June,2001,female
215036,ARTS,1.6131,212 (NEW),3492,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & EUROPE,A,066,B,new,2,March,2001,female
215122,ARTS,1.6274,197 (NEW),3315,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & EUROPE,A,TAMIL,A,058,S,new,16,February,2001,female
215354,ARTS,1.5614,254 (NEW),4152,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,054,B,new,22,December,2000,female
215366,COMMERCE,1.5184,204 (NEW),3555,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,C,new,27,July,2000,female
215554,COMMERCE,1.3579,318 (NEW),5401,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,3,April,2001,female
215585,COMMERCE,1.6153,154 (NEW),2670,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,C,new,1,November,2001,female
215586,ARTS,1.5343,278 (NEW),4555,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,046,F,new,2,June,2001,female
215607,COMMERCE,1.4353,260 (NEW),4477,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,042,B,new,19,October,2001,female
215898,COMMERCE,1.6329,142 (NEW),2534,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,25,May,2001,female
216294,COMMERCE,1.5816,172 (NEW),2942,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,A,new,14,May,2001,male
217299,ARTS,1.2379,623 (NEW),10579,2020,GEOGRAPHY,A,ORIENTAL MUSIC,A,SINHALA,A,050,S,new,2,January,2002,female
217322,COMMERCE,1.5293,198 (NEW),3448,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,S,new,4,September,2001,female
217324,ARTS,1.4097,416 (NEW),6750,2020,GEOGRAPHY,A,ORIENTAL MUSIC,A,SINHALA,A,034,S,new,17,December,2001,female
217336,ARTS,1.5782,238 (NEW),3929,2020,COMMUNICATION & MEDIA STUDIES,A,ORIENTAL MUSIC,A,SINHALA,A,036,C,new,18,September,2001,female
217420,ARTS,1.5742,241 (NEW),3974,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,034,S,new,2,April,2001,female
217569,ARTS,1.6718,159 (NEW),2809,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,048,C,new,17,March,2001,female
217668,COMMERCE,1.5122,208 (NEW),3621,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,13,December,2000,female
217677,ARTS,1.359,472 (NEW),7789,2020,GEOGRAPHY,A,ORIENTAL MUSIC,A,SINHALA,A,060,S,new,25,January,2001,female
217768,ARTS,1.5947,224 (NEW),3732,2020,ECONOMICS,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,066,S,new,19,June,2000,female
217911,COMMERCE,1.6027,157 (NEW),2763,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,030,F,new,10,July,2001,female
218200,ARTS,1.6579,169 (NEW),2957,2020,GEOGRAPHY,A,ISLAM,A,TAMIL,A,048,B,new,27,September,2001,female
218559,ARTS,1.641,184 (NEW),3155,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & EUROPE,A,ISLAMIC CIVILIZATION,A,044,S,new,17,August,2001,female
218564,ARTS,1.4733,339 (NEW),5581,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & EUROPE,A,ISLAMIC CIVILIZATION,A,040,F,new,11,January,2002,female
218578,ARTS,1.5618,253 (NEW),4147,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & EUROPE,A,ISLAMIC CIVILIZATION,A,048,C,new,16,March,2001,female
218579,ARTS,1.6794,151 (NEW),2713,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & EUROPE,A,ISLAMIC CIVILIZATION,A,052,S,new,13,February,2001,female
218586,ARTS,1.5569,259 (NEW),4211,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & EUROPE,A,ISLAMIC CIVILIZATION,A,044,C,new,19,October,2001,female
218637,COMMERCE,1.5829,170 (NEW),2931,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,042,F,new,4,December,2001,female
218709,COMMERCE,1.6002,158 (NEW),2786,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,C,new,17,March,2001,female
219053,ARTS,1.6382,186 (NEW),3185,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,050,S,new,5,August,2000,female
219080,COMMERCE,1.635,141 (NEW),2513,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,040,S,new,10,August,2000,female
219187,ARTS,1.5977,221 (NEW),3690,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,TAMIL,A,034,S,new,8,February,2001,female
219200,ARTS,1.6774,154 (NEW),2738,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,TAMIL,A,058,C,new,22,June,2001,female
219207,ARTS,1.6735,158 (NEW),2796,2020,POLITICAL SCIENCE,A,ISLAMIC CIVILIZATION,A,TAMIL,A,042,S,new,12,December,2001,female
219315,ARTS,1.6851,145 (NEW),2634,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,TAMIL,A,044,C,new,22,February,2001,female
219557,ARTS,1.5864,231 (NEW),3822,2020,ISLAMIC CIVILIZATION,A,TAMIL,A,ARABIC,A,050,C,new,14,October,2001,female
219653,COMMERCE,1.4467,250 (NEW),4332,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,F,new,30,December,2001,male
220466,COMMERCE,1.5488,186 (NEW),3272,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,C,new,22,June,2001,male
221645,ARTS,1.6836,148 (NEW),2653,2020,ECONOMICS,A,GEOGRAPHY,A,POLITICAL SCIENCE,A,050,S,new,4,November,2001,male
221849,ARTS,1.4106,415 (NEW),6733,2020,ECONOMICS,A,GEOGRAPHY,A,GREEK & ROMAN CIVILIZATION,A,058,B,new,9,September,2001,female
222189,COMMERCE,1.5843,167 (NEW),2917,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,C,new,10,January,2002,female
222236,ARTS,1.4999,314 (NEW),5098,2020,HISTORY OF SRI LANKA & INDIA,A,DANCING(INDIGENOUS),A,SINHALA,A,026,C,new,25,May,2001,female
222238,ARTS,1.5293,282 (NEW),4631,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,052,S,new,9,November,2001,female
222267,ARTS,1.5807,235 (NEW),3895,2020,GEOGRAPHY,A,ORIENTAL MUSIC,A,SINHALA,A,044,S,new,14,November,2001,female
222269,ARTS,1.6877,143 (NEW),2604,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,050,C,new,2,November,2001,female
222624,ARTS,1.4282,391 (NEW),6401,2020,HOME ECONOMICS,A,ISLAM,A,ARABIC,A,028,F,new,20,June,2000,female
222913,ARTS,1.6209,203 (NEW),3395,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,056,C,new,14,July,2001,female
223129,ARTS,1.6793,152 (NEW),2714,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,042,S,new,4,April,2000,female
223226,COMMERCE,1.5884,166 (NEW),2882,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,4,December,2001,female
223256,COMMERCE,1.3893,294 (NEW),5023,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,17,February,2000,female
223392,COMMERCE,1.3591,316 (NEW),5387,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,3,December,2001,male
224018,ARTS,1.5697,244 (NEW),4025,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,ISLAM,A,046,A,new,17,August,2001,female
224204,ARTS,1.6938,140 (NEW),2536,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,F,new,25,September,2000,female
224322,COMMERCE,1.4069,277 (NEW),4809,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,S,new,28,March,2001,female
224487,ARTS,1.6392,185 (NEW),3174,2020,BUDDHISM,A,SINHALA,A,PALI,A,056,F,new,2,December,2000,male
224506,COMMERCE,1.5981,160 (NEW),2800,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,F,new,7,May,2000,female
224736,ARTS,1.5444,266 (NEW),4366,2020,HISTORY OF SRI LANKA & EUROPE,A,HOME ECONOMICS,A,ISLAM,A,058,C,new,26,May,2001,female
225085,ARTS,1.5973,222 (NEW),3694,2020,GEOGRAPHY,A,HOME ECONOMICS,A,ISLAMIC CIVILIZATION,A,042,F,new,8,December,2001,female
225129,ARTS,1.6331,193 (NEW),3255,2020,GEOGRAPHY,A,ISLAM,A,TAMIL,A,Absent,A,new,6,April,2000,female
225491,COMMERCE,1.6267,148 (NEW),2585,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,8,December,2000,male
225533,COMMERCE,1.6248,149 (NEW),2605,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,29,June,2001,male
226300,COMMERCE,1.5327,196 (NEW),3416,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,S,new,19,February,2001,female
226374,ARTS,1.5416,269 (NEW),4410,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,046,S,new,14,July,2001,female
226535,COMMERCE,1.375,303 (NEW),5189,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,S,new,14,December,2001,female
227292,ARTS,1.4597,350 (NEW),5833,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,056,S,new,5,August,2001,female
227325,ARTS,1.6462,179 (NEW),3098,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,030,F,new,9,July,2001,female
227803,COMMERCE,1.4422,255 (NEW),4389,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,C,new,19,April,2001,female
228399,COMMERCE,1.4069,277 (NEW),4809,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,038,S,new,10,May,2001,female
228486,COMMERCE,1.5321,197 (NEW),3419,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,S,new,14,February,2000,female
230514,ARTS,1.6752,157 (NEW),2773,2020,GEOGRAPHY,A,ISLAM,A,TAMIL,A,040,C,new,15,December,2001,female
230657,COMMERCE,1.4963,217 (NEW),3805,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,A,new,30,January,2001,male
230780,COMMERCE,1.4918,221 (NEW),3844,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,A,new,27,July,2000,female
230852,COMMERCE,1.5206,201 (NEW),3534,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,A,new,19,June,2001,female
231216,COMMERCE,1.3927,291 (NEW),4996,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,036,S,new,25,June,2001,male
232015,ARTS,1.6589,167 (NEW),2946,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,038,C,new,27,May,2001,female
232044,ARTS,1.5211,295 (NEW),4759,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,046,C,new,24,September,2001,female
232411,ARTS,1.5583,256 (NEW),4196,2020,ECONOMICS,A,BUDDHIST CIVILIZATION,A,SINHALA,A,052,S,new,20,October,2001,female
232559,ARTS,1.6789,153 (NEW),2719,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,054,F,new,29,August,2001,male
232620,ARTS,1.5427,268 (NEW),4394,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,048,S,new,5,July,2001,female
232657,ARTS,1.6041,219 (NEW),3600,2020,ECONOMICS,A,POLITICAL SCIENCE,A,SINHALA,A,040,F,new,23,April,2001,female
232906,ARTS,1.5453,264 (NEW),4356,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,040,S,new,18,December,2001,female
232959,COMMERCE,1.3778,301 (NEW),5159,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,C,new,14,December,2001,male
233610,ARTS,1.616,207 (NEW),3460,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,042,F,new,26,November,2001,female
233664,ARTS,1.6853,144 (NEW),2631,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,054,S,new,21,August,2000,female
233693,ARTS,1.5005,312 (NEW),5088,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,040,F,new,20,May,2000,female
233809,ARTS,1.4281,392 (NEW),6404,2020,BUDDHIST CIVILIZATION,A,SINHALA,A,PALI,A,036,S,new,17,May,2001,male
233845,ARTS,1.689,142 (NEW),2587,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,Absent,F,new,2,July,2000,female
233901,ARTS,1.4288,390 (NEW),6392,2020,ECONOMICS,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,044,F,new,6,August,2001,female
234120,COMMERCE,1.5788,56 (NEW),2965,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,A,new,21,January,2002,male
234441,COMMERCE,1.5869,54 (NEW),2892,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,4,September,2001,female
234483,COMMERCE,1.5396,63 (NEW),3352,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,068,B,new,4,September,2001,female
234516,COMMERCE,1.5019,71 (NEW),3740,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,19,April,2001,female
234517,COMMERCE,1.5993,51 (NEW),2789,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,B,new,8,March,2001,female
235652,COMMERCE,1.5599,61 (NEW),3156,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,C,new,12,February,2001,male
236025,COMMERCE,1.5378,65 (NEW),3371,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,F,new,4,October,2001,female
236469,COMMERCE,1.6329,44 (NEW),2534,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,B,new,2,January,2002,female
236565,ARTS,1.6847,35 (NEW),2636,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,036,F,new,28,November,2001,female
236933,COMMERCE,1.5584,62 (NEW),3172,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,Absent,new,23,April,2000,female
237284,COMMERCE,1.573,58 (NEW),3025,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,C,new,8,November,2001,female
237788,ARTS,1.6703,41 (NEW),2825,2020,ECONOMICS,A,POLITICAL SCIENCE,A,SINHALA,A,060,S,new,24,April,2001,female
237895,ARTS,1.5347,63 (NEW),4546,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,050,C,new,8,February,2000,female
237971,COMMERCE,1.6124,50 (NEW),2689,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,12,June,2001,female
238029,COMMERCE,1.4724,79 (NEW),4030,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,S,new,21,April,2000,female
238422,ARTS,1.5066,67 (NEW),4990,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,026,F,new,8,September,2001,female
238890,COMMERCE,1.6323,45 (NEW),2539,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,S,new,9,March,2001,female
239994,ARTS,1.6188,47 (NEW),3431,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,TAMIL,A,036,F,new,9,March,2001,female
240243,COMMERCE,1.5377,66 (NEW),3372,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,S,new,11,January,2002,female
240719,COMMERCE,1.6147,49 (NEW),2675,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,C,new,13,January,2001,female
240753,ARTS,1.6831,37 (NEW),2667,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,046,S,new,25,August,2001,female
241160,COMMERCE,1.469,80 (NEW),4075,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,F,new,30,May,2001,female
241772,ARTS,1.4032,108 (NEW),6860,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,044,S,new,8,September,2001,female
241846,ARTS,1.6738,40 (NEW),2794,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,TAMIL,A,046,F,new,1,February,2001,male
242225,COMMERCE,1.5618,60 (NEW),3134,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,038,S,new,22,July,2001,female
243024,COMMERCE,1.5884,53 (NEW),2882,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,29,October,2001,male
243040,COMMERCE,1.576,57 (NEW),2994,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,F,new,20,October,2001,male
243056,COMMERCE,1.5941,52 (NEW),2838,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,B,new,4,May,2001,male
243062,COMMERCE,1.6224,47 (NEW),2625,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,B,new,27,February,2001,female
243128,ARTS,1.3115,160 (NEW),8880,2020,POLITICAL SCIENCE,A,ORIENTAL MUSIC,A,DRAMA AND THEATRE (SINHALA),A,046,F,new,16,May,2001,female
243520,ARTS,1.508,211 (NEW),4970,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,DANCING(INDIGENOUS),A,040,S,new,20,December,2001,female
243608,COMMERCE,1.5657,77 (NEW),3088,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,20,March,2000,female
243994,COMMERCE,1.5092,99 (NEW),3651,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,A,new,27,June,2001,female
244014,COMMERCE,1.6021,65 (NEW),2764,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,18,October,2001,male
244088,COMMERCE,1.4713,114 (NEW),4042,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,B,new,11,August,2001,female
244152,COMMERCE,1.5702,76 (NEW),3058,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,16,February,2001,female
244194,COMMERCE,1.5965,67 (NEW),2810,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,A,new,15,June,2001,female
244212,COMMERCE,1.6048,64 (NEW),2752,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,A,new,1,September,2001,female
244213,COMMERCE,1.5263,94 (NEW),3475,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,A,new,22,October,2001,female
244251,COMMERCE,1.4889,108 (NEW),3877,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,A,new,28,March,2001,female
244290,COMMERCE,1.5009,103 (NEW),3754,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,B,new,20,December,2001,female
244292,COMMERCE,1.5246,95 (NEW),3500,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,S,new,23,January,2002,female
244970,COMMERCE,1.577,75 (NEW),2985,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,F,new,8,April,2001,female
244995,COMMERCE,1.5366,89 (NEW),3387,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,F,new,3,February,2001,male
245523,COMMERCE,1.3739,155 (NEW),5204,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,23,March,2001,male
245631,ARTS,1.483,232 (NEW),5398,2020,POLITICAL SCIENCE,A,HINDU CIVILIZATION,A,TAMIL,A,050,S,new,29,January,2001,male
245857,COMMERCE,1.5948,68 (NEW),2826,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,B,new,2,June,2001,male
247131,COMMERCE,1.4565,121 (NEW),4208,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,A,new,2,June,2001,female
247755,ARTS,1.6494,135 (NEW),3054,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,064,C,new,14,April,2001,female
247979,ARTS,1.5646,174 (NEW),4101,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,052,F,new,26,October,2000,male
248065,ARTS,1.5952,160 (NEW),3725,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,042,S,new,6,January,2002,female
248075,ARTS,1.404,296 (NEW),6841,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,028,F,new,25,February,2001,female
248239,ARTS,1.6668,124 (NEW),2864,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,046,S,new,2,July,2001,female
248493,COMMERCE,1.516,97 (NEW),3581,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,31,January,2002,female
248520,COMMERCE,1.5492,85 (NEW),3266,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,S,new,4,November,2001,female
248622,COMMERCE,1.3915,144 (NEW),5001,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,F,new,23,April,2000,male
249240,COMMERCE,1.4775,112 (NEW),3981,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,27,January,2002,female
249265,ARTS,1.6888,111 (NEW),2589,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,026,F,new,9,February,2001,female
249284,COMMERCE,1.3835,148 (NEW),5092,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,F,new,24,December,2001,male
249285,COMMERCE,1.4576,120 (NEW),4202,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,038,B,new,6,March,2001,female
249340,COMMERCE,1.4831,111 (NEW),3932,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,F,new,30,July,2000,male
249524,COMMERCE,1.5043,101 (NEW),3705,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,26,July,2001,female
